id_vet_especialidad;id_veterinario;id_prestacion;id_especialidad;nombres;apellidos;sexo;especialidad;id_clinica;nombre_clinica;direccion;n_calificaciones;calificacion;latitud;longitud;dpa
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101
92;19;28;6;José Miguel;Carrizo Nuñez;MASCULINO;Oftalmología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101
93;19;48;10;José Miguel;Carrizo Nuñez;MASCULINO;Endocrinología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;12;Clínica 12;Huérfanos 2653;26;3,9;-33.4418933;-70.6727172;13101
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101
94;19;10;2;José Miguel;Carrizo Nuñez;MASCULINO;Urgencias veterinarias;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
95;20;65;13;Bárbara Carolina;Casagran Marchánt;FEMENINO;Geriatría;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
96;20;23;5;Bárbara Carolina;Casagran Marchánt;FEMENINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
97;20;12;3;Bárbara Carolina;Casagran Marchánt;FEMENINO;Cirugía;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
98;20;43;9;Bárbara Carolina;Casagran Marchánt;FEMENINO;Nutrición animal;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
99;20;16;4;Bárbara Carolina;Casagran Marchánt;FEMENINO;Dermatología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
100;20;30;6;Bárbara Carolina;Casagran Marchánt;FEMENINO;Oftalmología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
101;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
102;21;40;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
103;21;2;1;Ricardo Alejandro;Castillo Pablos;MASCULINO;Medicina interna;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
104;21;37;8;Ricardo Alejandro;Castillo Pablos;MASCULINO;Radiología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
105;21;62;13;Ricardo Alejandro;Castillo Pablos;MASCULINO;Geriatría;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
106;21;30;6;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oftalmología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
107;21;32;7;Ricardo Alejandro;Castillo Pablos;MASCULINO;Oncología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
108;21;7;2;Ricardo Alejandro;Castillo Pablos;MASCULINO;Urgencias veterinarias;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;4;Clínica 4;Huérfanos 2653;10;4,8;-33.4418933;-70.6727172;13101
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;8;Clínica 8;Huérfanos 2653;26;4,8;-33.4418933;-70.6727172;13101
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
109;21;16;4;Ricardo Alejandro;Castillo Pablos;MASCULINO;Dermatología;18;Clínica 18;Huérfanos 2653;28;4;-33.4418933;-70.6727172;13101
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
110;22;60;12;Claudia Andrea;Castillo Yusta;FEMENINO;Gastroenterología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
111;22;68;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
112;22;48;10;Claudia Andrea;Castillo Yusta;FEMENINO;Endocrinología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
113;22;66;14;Claudia Andrea;Castillo Yusta;FEMENINO;Nutrición natural;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
114;22;38;8;Claudia Andrea;Castillo Yusta;FEMENINO;Radiología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;11;Clínica 11;Huérfanos 2653;60;3,6;-33.4418933;-70.6727172;13101
115;22;3;1;Claudia Andrea;Castillo Yusta;FEMENINO;Medicina interna;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101
116;23;33;7;Cristian Emilio;Catalán Arias;MASCULINO;Oncología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
116;23;33;7;Cristian Emilio;Catalán Arias;MASCULINO;Oncología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
117;23;16;4;Cristian Emilio;Catalán Arias;MASCULINO;Dermatología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
117;23;16;4;Cristian Emilio;Catalán Arias;MASCULINO;Dermatología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
118;23;46;10;Cristian Emilio;Catalán Arias;MASCULINO;Endocrinología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
118;23;46;10;Cristian Emilio;Catalán Arias;MASCULINO;Endocrinología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
119;23;2;1;Cristian Emilio;Catalán Arias;MASCULINO;Medicina interna;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
119;23;2;1;Cristian Emilio;Catalán Arias;MASCULINO;Medicina interna;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
120;23;55;11;Cristian Emilio;Catalán Arias;MASCULINO;Etología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
120;23;55;11;Cristian Emilio;Catalán Arias;MASCULINO;Etología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
121;24;3;1;William Adrian;Césped Muñoz;MASCULINO;Medicina interna;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
121;24;3;1;William Adrian;Césped Muñoz;MASCULINO;Medicina interna;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
122;24;58;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
122;24;58;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
123;24;52;11;William Adrian;Césped Muñoz;MASCULINO;Etología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
123;24;52;11;William Adrian;Césped Muñoz;MASCULINO;Etología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
124;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
124;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
125;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
125;24;70;14;William Adrian;Césped Muñoz;MASCULINO;Nutrición natural;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
126;24;34;7;William Adrian;Césped Muñoz;MASCULINO;Oncología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
126;24;34;7;William Adrian;Césped Muñoz;MASCULINO;Oncología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
127;24;23;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
127;24;23;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
128;24;56;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
128;24;56;12;William Adrian;Césped Muñoz;MASCULINO;Gastroenterología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
129;24;21;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;15;Clínica 15;Huérfanos 2653;12;3,5;-33.4418933;-70.6727172;13101
129;24;21;5;William Adrian;Césped Muñoz;MASCULINO;Fisioterapia;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101
130;25;69;14;Exequiel Fernando;Collao López;MASCULINO;Nutrición natural;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101
130;25;69;14;Exequiel Fernando;Collao López;MASCULINO;Nutrición natural;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
131;25;33;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101
131;25;33;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
132;25;5;1;Exequiel Fernando;Collao López;MASCULINO;Medicina interna;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101
132;25;5;1;Exequiel Fernando;Collao López;MASCULINO;Medicina interna;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
133;25;34;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101
133;25;34;7;Exequiel Fernando;Collao López;MASCULINO;Oncología;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
134;25;61;13;Exequiel Fernando;Collao López;MASCULINO;Geriatría;5;Clínica 5;Huérfanos 2653;69;2,9;-33.4418933;-70.6727172;13101
134;25;61;13;Exequiel Fernando;Collao López;MASCULINO;Geriatría;10;Clínica 10;Huérfanos 2653;74;3,4;-33.4418933;-70.6727172;13101
135;26;48;10;Miguel Mario;Contreras Lusardi;MASCULINO;Endocrinología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
136;26;31;7;Miguel Mario;Contreras Lusardi;MASCULINO;Oncología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
137;26;40;8;Miguel Mario;Contreras Lusardi;MASCULINO;Radiología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
138;26;57;12;Miguel Mario;Contreras Lusardi;MASCULINO;Gastroenterología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
139;26;19;4;Miguel Mario;Contreras Lusardi;MASCULINO;Dermatología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
140;26;1;1;Miguel Mario;Contreras Lusardi;MASCULINO;Medicina interna;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
141;26;15;3;Miguel Mario;Contreras Lusardi;MASCULINO;Cirugía;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
142;26;26;6;Miguel Mario;Contreras Lusardi;MASCULINO;Oftalmología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
143;26;69;14;Miguel Mario;Contreras Lusardi;MASCULINO;Nutrición natural;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
144;27;65;13;Pablo José;Cortés López;MASCULINO;Geriatría;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
144;27;65;13;Pablo José;Cortés López;MASCULINO;Geriatría;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
145;27;58;12;Pablo José;Cortés López;MASCULINO;Gastroenterología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
145;27;58;12;Pablo José;Cortés López;MASCULINO;Gastroenterología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
146;27;25;5;Pablo José;Cortés López;MASCULINO;Fisioterapia;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
146;27;25;5;Pablo José;Cortés López;MASCULINO;Fisioterapia;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
147;27;51;11;Pablo José;Cortés López;MASCULINO;Etología;3;Clínica 3;Avenida El Rosal 4250;12;3,9;-33.4851875;-70.7675101;13119
147;27;51;11;Pablo José;Cortés López;MASCULINO;Etología;13;Clínica 13;Huérfanos 2653;50;2,4;-33.4418933;-70.6727172;13101
148;28;16;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
148;28;16;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101
149;28;19;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
149;28;19;4;Macarena Cecilia;Cortéz Jara;FEMENINO;Dermatología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101
150;28;36;8;Macarena Cecilia;Cortéz Jara;FEMENINO;Radiología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
150;28;36;8;Macarena Cecilia;Cortéz Jara;FEMENINO;Radiología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101
151;28;13;3;Macarena Cecilia;Cortéz Jara;FEMENINO;Cirugía;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
151;28;13;3;Macarena Cecilia;Cortéz Jara;FEMENINO;Cirugía;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101
152;28;57;12;Macarena Cecilia;Cortéz Jara;FEMENINO;Gastroenterología;2;Clínica 2;Los Conquistadores 2328;45;5;-33.4151561;-70.6110142;13123
152;28;57;12;Macarena Cecilia;Cortéz Jara;FEMENINO;Gastroenterología;17;Clínica 17;Huérfanos 2653;70;2,6;-33.4418933;-70.6727172;13101
153;29;47;10;Nicolás Ignacio;Cozzolino Puelma;MASCULINO;Endocrinología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
154;29;59;12;Nicolás Ignacio;Cozzolino Puelma;MASCULINO;Gastroenterología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
155;30;42;9;José Leonardo;Cuevas Pavéz;MASCULINO;Nutrición animal;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13101
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;9;Clínica 9;Huérfanos 2653;16;3,3;-33.4418933;-70.6727172;13101
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;9;Clínica 9;Huérfanos 2653;16;3,3;-33.4418933;-70.6727172;13101
158;31;53;11;Rodrigo;Contreras Diaz;MASCULINO;Etología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101
158;31;53;11;Rodrigo;Contreras Diaz;MASCULINO;Etología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101
